Movie Name,stars,votes,genre,Gross ,popularity,Certification,genre1,genre2,genre3,star1,star2,star3,star4
Robin Hood,"Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow",276605,"Action, Adventure, Drama","105,269,730",2677,PG-13,Action, Adventure, Drama,Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow
Prince of Persia: The Sands of Time,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina",297726,"Action, Adventure, Fantasy","90,759,676",2685,PG-13,Action, Adventure, Fantasy,Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina
Austin Powers: The Spy Who Shagged Me,"Mike Myers, Heather Graham, Michael York, Robert Wagner",242141,"Action, Adventure, Comedy","206,040,086",2692,PG-13,Action, Adventure, Comedy,Mike Myers, Heather Graham, Michael York, Robert Wagner
The 13th Warrior,"Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich",128893,"Action, Adventure, History","32,698,899",2789,R,Action, Adventure, History,Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich
Crocodile Dundee,"Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil",111144,"Action, Adventure, Comedy","174,635,000",2829,PG-13,Action, Adventure, Comedy,Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil
Adrift,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne",59625,"Action, Adventure, Biography","31,445,012",2894,PG-13,Action, Adventure, Biography,Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne
The Lego Movie 2: The Second Part,"Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish",72785,"Animation, Action, Adventure","105,806,508",2995,PG,Animation, Action, Adventure,Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish
The Chronicles of Riddick,"Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton",236938,"Action, Adventure, Sci-Fi","57,761,012",3042,R,Action, Adventure, Sci-Fi,Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton
Ghostbusters II,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",215203,"Action, Comedy, Fantasy","112,494,738",3082,PG,Action, Comedy, Fantasy,Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis
Tears of the Sun,"Bruce Willis, Cole Hauser, Monica Bellucci, Eamonn Walker",127108,"Action, Drama, Thriller","43,734,876",3224,R,Action, Drama, Thriller,Bruce Willis, Cole Hauser, Monica Bellucci, Eamonn Walker
Licence to Kill,"Timothy Dalton, Robert Davi, Carey Lowell, Talisa Soto",108846,"Action, Adventure, Thriller","34,667,015",3251,PG-13,Action, Adventure, Thriller,Timothy Dalton, Robert Davi, Carey Lowell, Talisa Soto
The Expendables 2,"Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme",314930,"Action, Adventure, Thriller","85,017,401",3373,R,Action, Adventure, Thriller,Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme
The Informer,"Joel Kinnaman, Rosamund Pike, Common, Mateusz Kosciukiewicz",40104,"Action, Crime, Drama",,3478,R,Action, Crime, Drama,Joel Kinnaman, Rosamund Pike, Common, Mateusz Kosciukiewicz
Lethal Weapon 4,"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo",168475,"Action, Crime, Thriller","130,444,603",3494,R,Action, Crime, Thriller,Mel Gibson, Danny Glover, Joe Pesci, Rene Russo
The Wave,"Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro, Edith Haagenrud-Sande",40925,"Action, Drama, Thriller","176,637",3519,R,Action, Drama, Thriller,Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro, Edith Haagenrud-Sande
The Heat,"Sandra Bullock, Michael McDonald, Melissa McCarthy, Demián Bichir",177792,"Action, Comedy, Crime","159,582,188",3619,R,Action, Comedy, Crime,Sandra Bullock, Michael McDonald, Melissa McCarthy, Demián Bichir
Bad Boys II,"Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà",260081,"Action, Comedy, Crime","138,608,444",3637,R,Action, Comedy, Crime,Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà
Shanghai Noon,"Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill",132145,"Action, Adventure, Comedy","56,937,502",3783,PG-13,Action, Adventure, Comedy,Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill
Overlord,"Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk",103464,"Action, Horror, Sci-Fi","21,704,844",4144,R,Action, Horror, Sci-Fi,Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk
The Rundown,"Dwayne Johnson, Seann William Scott, Christopher Walken, Rosario Dawson",110838,"Action, Adventure, Comedy","47,726,342",4225,PG-13,Action, Adventure, Comedy,Dwayne Johnson, Seann William Scott, Christopher Walken, Rosario Dawson
Flushed Away,"Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno",133430,"Animation, Action, Adventure","64,665,672",4438,PG,Animation, Action, Adventure,Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno
Courage Under Fire,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty",57621,"Action, Drama, Mystery","59,031,057",4577,R,Action, Drama, Mystery,Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty
Hot Shots! Part Deux,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna",94629,"Action, Comedy","38,911,970",4654,PG-13,Action, Comedy,,Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna
Alpha,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén",64748,"Action, Adventure, Drama","35,851,379",4688,PG-13,Action, Adventure, Drama,Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén
RED 2,"Bruce Willis, Helen Mirren, John Malkovich, Anthony Hopkins",176565,"Action, Comedy, Crime","53,262,560",4694,PG-13,Action, Comedy, Crime,Bruce Willis, Helen Mirren, John Malkovich, Anthony Hopkins
Black Rain,"Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw",57651,"Action, Crime, Drama","46,212,055",4850,R,Action, Crime, Drama,Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw
New Jack City,"Wesley Snipes, Ice-T, Allen Payne, Chris Rock",37403,"Action, Crime, Drama","47,624,253",4896,R,Action, Crime, Drama,Wesley Snipes, Ice-T, Allen Payne, Chris Rock
Edge of Darkness,"Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic",96931,"Action, Drama, Thriller","43,313,890",4920,R,Action, Drama, Thriller,Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic
Star Trek III: The Search for Spock,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",83953,"Action, Adventure, Sci-Fi","76,471,046",4931,PG,Action, Adventure, Sci-Fi,William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan
U-571,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi",84490,"Action, War","77,086,030",-,PG-13,Action, War,,Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi
Epic,"Amanda Seyfried, Josh Hutcherson, Beyoncé, Colin Farrell",108040,"Animation, Action, Adventure","107,518,682",-,PG,Animation, Action, Adventure,Amanda Seyfried, Josh Hutcherson, Beyoncé, Colin Farrell
The Final Countdown,"Kirk Douglas, Martin Sheen, Katharine Ross, James Farentino",25788,"Action, Adventure, Sci-Fi","16,647,800",-,PG,Action, Adventure, Sci-Fi,Kirk Douglas, Martin Sheen, Katharine Ross, James Farentino
Rollerball,"James Caan, John Houseman, Maud Adams, John Beck",27352,"Action, Sci-Fi, Sport","30,000,000",-,Approved,Action, Sci-Fi, Sport,James Caan, John Houseman, Maud Adams, John Beck
Man on a Ledge,"Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",156310,"Action, Crime, Thriller","18,620,000",-,PG-13,Action, Crime, Thriller,Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez
Penguins of Madagascar,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon",97345,"Animation, Action, Adventure","83,348,920",-,PG,Animation, Action, Adventure,Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon
Run All Night,"Liam Neeson, Ed Harris, Joel Kinnaman, Vincent D'Onofrio",112570,"Action, Crime, Thriller","26,461,644",-,R,Action, Crime, Thriller,Liam Neeson, Ed Harris, Joel Kinnaman, Vincent D'Onofrio
The Girl with All the Gifts,"Sennia Nanua, Fisayo Akinade, Dominique Tipper, Paddy Considine",62605,"Action, Adventure, Drama",,-,R,Action, Adventure, Drama,Sennia Nanua, Fisayo Akinade, Dominique Tipper, Paddy Considine
Titan A.E.,"Matt Damon, Drew Barrymore, Bill Pullman, Jim Breuer",62818,"Animation, Action, Adventure","22,751,979",-,PG,Animation, Action, Adventure,Matt Damon, Drew Barrymore, Bill Pullman, Jim Breuer
Outbreak,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",134043,"Action, Drama, Thriller","67,823,573",-,R,Action, Drama, Thriller,Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey
The Way of the Gun,"Ryan Phillippe, Benicio Del Toro, Juliette Lewis, Taye Diggs",34550,"Action, Crime, Drama","6,055,661",-,R,Action, Crime, Drama,Ryan Phillippe, Benicio Del Toro, Juliette Lewis, Taye Diggs
Star Trek: Generations,"Patrick Stewart, William Shatner, Malcolm McDowell, Jonathan Frakes",85081,"Action, Adventure, Mystery","75,668,868",-,PG,Action, Adventure, Mystery,Patrick Stewart, William Shatner, Malcolm McDowell, Jonathan Frakes
21 Bridges,"Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James",70929,"Action, Crime, Drama","28,539,757",-,R,Action, Crime, Drama,Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James
The Recruit,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",139763,"Action, Thriller","52,802,140",-,PG-13,Action, Thriller,,Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht
Shoot 'Em Up,"Clive Owen, Monica Bellucci, Paul Giamatti, Stephen McHattie",153122,"Action, Comedy, Thriller","12,807,139",-,R,Action, Comedy, Thriller,Clive Owen, Monica Bellucci, Paul Giamatti, Stephen McHattie
The Aeronauts,"Felicity Jones, Eddie Redmayne, Himesh Patel, Vincent Perez",35732,"Action, Adventure, Drama",,-,PG-13,Action, Adventure, Drama,Felicity Jones, Eddie Redmayne, Himesh Patel, Vincent Perez
Outland,"Sean Connery, Frances Sternhagen, Peter Boyle, James Sikking",31370,"Action, Crime, Sci-Fi","17,374,595",-,R,Action, Crime, Sci-Fi,Sean Connery, Frances Sternhagen, Peter Boyle, James Sikking
Sudden Impact,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman",47178,"Action, Crime, Thriller","67,642,693",-,R,Action, Crime, Thriller,Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman
Seraphim Falls,"Pierce Brosnan, Liam Neeson, Anjelica Huston, Michael Wincott",32852,"Action, Drama, Thriller","418,296",-,R,Action, Drama, Thriller,Pierce Brosnan, Liam Neeson, Anjelica Huston, Michael Wincott
Kiss of the Dragon,"Jet Li, Bridget Fonda, Tchéky Karyo, Ric Young",65474,"Action, Crime, Thriller","36,845,124",-,R,Action, Crime, Thriller,Jet Li, Bridget Fonda, Tchéky Karyo, Ric Young
The Art of Self-Defense,"Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada",39562,"Action, Comedy, Crime","2,410,914",-,R,Action, Comedy, Crime,Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada
Vantage Point,"Dennis Quaid, Forest Whitaker, Matthew Fox, Bruce McGill",152537,"Action, Crime, Drama","72,266,306",-,PG-13,Action, Crime, Drama,Dennis Quaid, Forest Whitaker, Matthew Fox, Bruce McGill
16 Blocks,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern",133146,"Action, Drama, Thriller","36,895,141",-,PG-13,Action, Drama, Thriller,Bruce Willis, Yasiin Bey, David Morse, Jenna Stern
22 Bullets,"Jean Reno, Kad Merad, Jean-Pierre Darroussin, Marina Foïs",35808,"Action, Crime, Drama",,-,Not Rated,Action, Crime, Drama,Jean Reno, Kad Merad, Jean-Pierre Darroussin, Marina Foïs
Wasabi,"Jean Reno, Ryôko Hirosue, Michel Muller, Carole Bouquet",41682,"Action, Drama, Comedy","81,525",-,R,Action, Drama, Comedy,Jean Reno, Ryôko Hirosue, Michel Muller, Carole Bouquet
Raees,"Shah Rukh Khan, Sunny Leone, Nawazuddin Siddiqui, Mohd. Zeeshan Ayyub",47913,"Action, Crime, Drama","3,262,954",-,Not Rated,Action, Crime, Drama,Shah Rukh Khan, Sunny Leone, Nawazuddin Siddiqui, Mohd. Zeeshan Ayyub
Wanted,"Salman Khan, Ayesha Takia, Prakash Raj, Vinod Khanna",25217,"Action, Crime, Thriller",,-,Not Rated,Action, Crime, Thriller,Salman Khan, Ayesha Takia, Prakash Raj, Vinod Khanna
Plane,"Gerard Butler, Mike Colter, Tony Goldwyn, Yoson An",61484,"Action, Adventure, Thriller",,217,R,Action, Adventure, Thriller,Gerard Butler, Mike Colter, Tony Goldwyn, Yoson An
The Gray Man,"Ryan Gosling, Chris Evans, Ana de Armas, Billy Bob Thornton",222006,"Action, Thriller",,227,PG-13,Action, Thriller,,Ryan Gosling, Chris Evans, Ana de Armas, Billy Bob Thornton
Pirates of the Caribbean: Dead Men Tell No Tales,"Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom",329086,"Action, Adventure, Fantasy","172,558,876",327,PG-13,Action, Adventure, Fantasy,Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom
The Day After Tomorrow,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok",463255,"Action, Adventure, Sci-Fi","186,740,799",523,PG-13,Action, Adventure, Sci-Fi,Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok
Star Wars: Episode I - The Phantom Menace,"Ewan McGregor, Liam Neeson, Natalie Portman, Jake Lloyd",830917,"Action, Adventure, Fantasy","474,544,677",709,PG,Action, Adventure, Fantasy,Ewan McGregor, Liam Neeson, Natalie Portman, Jake Lloyd
Star Wars: Episode IX - The Rise of Skywalker,"Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver",472682,"Action, Adventure, Fantasy","515,202,542",746,PG-13,Action, Adventure, Fantasy,Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver
The Hunt,"Betty Gilpin, Hilary Swank, Ike Barinholtz, Wayne Duvall",121715,"Action, Horror, Thriller","5,812,500",780,R,Action, Horror, Thriller,Betty Gilpin, Hilary Swank, Ike Barinholtz, Wayne Duvall
War of the Worlds,"Tom Cruise, Dakota Fanning, Tim Robbins, Miranda Otto",462862,"Action, Adventure, Sci-Fi","234,280,354",804,PG-13,Action, Adventure, Sci-Fi,Tom Cruise, Dakota Fanning, Tim Robbins, Miranda Otto
Fast & Furious,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",301207,"Action, Crime, Thriller","155,064,265",916,PG-13,Action, Crime, Thriller,Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster
Mr. & Mrs. Smith,"Brad Pitt, Angelina Jolie, Adam Brody, Vince Vaughn",517302,"Action, Comedy, Crime","186,336,279",960,PG-13,Action, Comedy, Crime,Brad Pitt, Angelina Jolie, Adam Brody, Vince Vaughn
Sonic the Hedgehog 2,"James Marsden, Jim Carrey, Ben Schwartz, Tika Sumpter",77766,"Action, Adventure, Comedy","190,872,904",1029,PG,Action, Adventure, Comedy,James Marsden, Jim Carrey, Ben Schwartz, Tika Sumpter
Twister,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",204649,"Action, Adventure, Thriller","241,721,524",1053,PG-13,Action, Adventure, Thriller,Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz
Homefront,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth",125415,"Action, Crime, Thriller","20,158,492",1134,R,Action, Crime, Thriller,Jason Statham, James Franco, Winona Ryder, Kate Bosworth
The Hunger Games: Mockingjay - Part 2,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",347371,"Action, Adventure, Sci-Fi","281,723,902",1149,PG-13,Action, Adventure, Sci-Fi,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson
The Tomorrow War,"Chris Pratt, Yvonne Strahovski, J.K. Simmons, Betty Gilpin",217131,"Action, Adventure, Drama",,1153,PG-13,Action, Adventure, Drama,Chris Pratt, Yvonne Strahovski, J.K. Simmons, Betty Gilpin
Sonic the Hedgehog,"Ben Schwartz, James Marsden, Jim Carrey, Tika Sumpter",150751,"Action, Adventure, Comedy","148,974,665",1179,PG,Action, Adventure, Comedy,Ben Schwartz, James Marsden, Jim Carrey, Tika Sumpter
The Perfect Storm,"George Clooney, Mark Wahlberg, John C. Reilly, Diane Lane",173614,"Action, Adventure, Drama","182,618,434",1251,PG-13,Action, Adventure, Drama,George Clooney, Mark Wahlberg, John C. Reilly, Diane Lane
The Lost World: Jurassic Park,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn",432096,"Action, Adventure, Sci-Fi","229,086,679",1337,PG-13,Action, Adventure, Sci-Fi,Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn
Triple Frontier,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund",138198,"Action, Thriller",,1354,R,Action, Thriller,,Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund
X-Men Origins: Wolverine,"Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston",518611,"Action, Sci-Fi","179,883,157",1437,PG-13,Action, Sci-Fi,,Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston
Olympus Has Fallen,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett",285393,"Action, Thriller","98,925,640",1464,R,Action, Thriller,,Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett
The Quick and the Dead,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio",99142,"Action, Drama, Romance","18,636,537",1601,R,Action, Drama, Romance,Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio
Fast & Furious Presents: Hobbs & Shaw,"Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby",226131,"Action, Adventure, Thriller","173,956,935",1607,PG-13,Action, Adventure, Thriller,Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby
Tag,"Jeremy Renner, Ed Helms, Jake Johnson, Jon Hamm",141330,"Action, Comedy","54,547,470",1619,R,Action, Comedy,,Jeremy Renner, Ed Helms, Jake Johnson, Jon Hamm
Pokémon: Detective Pikachu,"Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy",175325,"Action, Adventure, Comedy","144,105,346",1847,PG,Action, Adventure, Comedy,Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy
12 Strong,"Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban",87828,"Action, Drama, History","45,819,713",1892,R,Action, Drama, History,Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban
Kick-Ass 2,"Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, Jim Carrey",281757,"Action, Comedy, Crime","28,795,985",1903,R,Action, Comedy, Crime,Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, Jim Carrey
Terminator Salvation,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",370835,"Action, Adventure, Sci-Fi","125,322,469",1983,PG-13,Action, Adventure, Sci-Fi,Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood
Mandy,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy",84667,"Action, Fantasy, Horror","1,214,525",2023,Not Rated,Action, Fantasy, Horror,Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy
Rambo: First Blood Part II,"Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff",176645,"Action, Adventure, Thriller","150,415,432",2125,R,Action, Adventure, Thriller,Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff
Air Force One,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",204291,"Action, Drama, Thriller","172,956,409",2148,R,Action, Drama, Thriller,Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson
Bad Boys for Life,"Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig",168615,"Action, Comedy, Crime","206,305,244",2159,R,Action, Comedy, Crime,Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig
Last Action Hero,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance",158986,"Action, Adventure, Comedy","50,016,394",2223,PG-13,Action, Adventure, Comedy,Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance
The Man in the Iron Mask,"Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu",173794,"Action, Adventure, Drama","56,968,902",2271,PG-13,Action, Adventure, Drama,Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu
Gone in 60 Seconds,"Nicolas Cage, Angelina Jolie, Giovanni Ribisi, T.J. Cross",287696,"Action, Crime, Thriller","101,648,571",2281,PG-13,Action, Crime, Thriller,Nicolas Cage, Angelina Jolie, Giovanni Ribisi, T.J. Cross
Never Back Down,"Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",104364,"Action, Drama, Sport","24,850,922",2355,PG-13,Action, Drama, Sport,Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet
Safe,"Jason Statham, Catherine Chan, Chris Sarandon, Robert John Burke",114105,"Action, Crime, Thriller","17,142,080",2361,R,Action, Crime, Thriller,Jason Statham, Catherine Chan, Chris Sarandon, Robert John Burke
U.S. Marshals,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano",110185,"Action, Crime, Thriller","57,167,405",2489,PG-13,Action, Crime, Thriller,Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano
Flash Gordon,"Sam J. Jones, Melody Anderson, Max von Sydow, Topol",59496,"Action, Adventure, Sci-Fi",,2535,PG,Action, Adventure, Sci-Fi,Sam J. Jones, Melody Anderson, Max von Sydow, Topol
Tomorrow Never Dies,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher",200294,"Action, Adventure, Thriller","125,332,007",2621,PG-13,Action, Adventure, Thriller,Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher
Octopussy,"Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn",109948,"Action, Adventure, Thriller","67,900,000",2640,PG,Action, Adventure, Thriller,Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn
Sin City: A Dame to Kill For,"Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt",166769,"Action, Crime, Thriller","13,757,804",2720,R,Action, Crime, Thriller,Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt
The Chronicles of Narnia: Prince Caspian,"Ben Barnes, Skandar Keynes, Georgie Henley, William Moseley",218588,"Action, Adventure, Family","141,621,490",2777,PG,Action, Adventure, Family,Ben Barnes, Skandar Keynes, Georgie Henley, William Moseley
The Rocketeer,"Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton",60188,"Action, Adventure, Family","46,704,056",2790,PG,Action, Adventure, Family,Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton
The Interview,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",343713,"Action, Adventure, Comedy","6,105,175",3037,R,Action, Adventure, Comedy,James Franco, Seth Rogen, Randall Park, Lizzy Caplan
Cliffhanger,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner",135592,"Action, Adventure, Thriller","84,049,211",3077,R,Action, Adventure, Thriller,Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner
Peppermint,"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba",68000,"Action, Thriller","35,418,723",3172,R,Action, Thriller,,Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba
The Mechanic,"Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn",166389,"Action, Crime, Thriller","29,121,498",3214,R,Action, Crime, Thriller,Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn
Diamonds Are Forever,"Sean Connery, Jill St. John, Charles Gray, Lana Wood",110836,"Action, Adventure, Thriller","43,819,547",3260,PG,Action, Adventure, Thriller,Sean Connery, Jill St. John, Charles Gray, Lana Wood
Nerve,"Emma Roberts, Dave Franco, Emily Meade, Miles Heizer",136522,"Action, Adventure, Crime","38,583,626",3269,PG-13,Action, Adventure, Crime,Emma Roberts, Dave Franco, Emily Meade, Miles Heizer
Young Guns II,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater",37916,"Action, Drama, Western","44,143,410",3310,PG-13,Action, Drama, Western,Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater
Get Smart,"Steve Carell, Anne Hathaway, Alan Arkin, Dwayne Johnson",223971,"Action, Adventure, Comedy","130,319,208",3333,PG-13,Action, Adventure, Comedy,Steve Carell, Anne Hathaway, Alan Arkin, Dwayne Johnson
Self/less,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley",102235,"Action, Mystery, Sci-Fi","12,276,810",3569,PG-13,Action, Mystery, Sci-Fi,Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley
The Spiderwick Chronicles,"Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker",99827,"Action, Adventure, Drama","71,195,053",3740,PG,Action, Adventure, Drama,Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker
Under Siege,"Steven Seagal, Gary Busey, Tommy Lee Jones, Erika Eleniak",91980,"Action, Thriller","83,363,139",3792,R,Action, Thriller,,Steven Seagal, Gary Busey, Tommy Lee Jones, Erika Eleniak
Space Cowboys,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner",84172,"Action, Adventure, Thriller","90,464,773",3801,PG-13,Action, Adventure, Thriller,Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner
A Walk Among the Tombstones,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",124923,"Action, Crime, Drama","26,307,600",4037,R,Action, Crime, Drama,Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook
Swordfish,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",192550,"Action, Crime, Thriller","69,772,969",4153,R,Action, Crime, Thriller,John Travolta, Hugh Jackman, Halle Berry, Don Cheadle
Beverly Hills Cop II,"Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox",125357,"Action, Comedy, Crime","153,665,000",4252,R,Action, Comedy, Crime,Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox
National Treasure: Book of Secrets,"Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight",246895,"Action, Adventure, Mystery","219,964,115",4388,PG,Action, Adventure, Mystery,Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight
