Movie Name,stars,votes,genre,Gross ,popularity,Certification,genre1,genre2,genre3,star1,star2,star3,star4
Vampire Academy,"Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne",56058,"Action, Comedy, Drama","7,791,979",4827,PG-13,Action, Comedy, Drama,Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne
The Last Legion,"Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan",36623,"Action, Adventure, History","5,932,060",-,PG-13,Action, Adventure, History,Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan
The Spy Next Door,"Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll",45797,"Action, Comedy, Family","24,268,828",-,PG,Action, Comedy, Family,Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll
Season of the Witch,"Nicolas Cage, Ron Perlman, Claire Foy, Stephen Campbell Moore",96464,"Action, Adventure, Fantasy","24,827,228",-,PG-13,Action, Adventure, Fantasy,Nicolas Cage, Ron Perlman, Claire Foy, Stephen Campbell Moore
Outside the Wire,"Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham",44302,"Action, Adventure, Fantasy",,-,R,Action, Adventure, Fantasy,Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham
D3: The Mighty Ducks,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling",27977,"Action, Comedy, Drama","22,936,273",-,PG,Action, Comedy, Drama,Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling
The Man with the Iron Fists,"Russell Crowe, Cung Le, Lucy Liu, RZA",63664,Action,"15,634,090",-,R,Action,,,Russell Crowe, Cung Le, Lucy Liu, RZA
Big Game,"Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber",34542,"Action, Adventure, Comedy","16,909",-,PG-13,Action, Adventure, Comedy,Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber
The Tuxedo,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar",86663,"Action, Comedy, Sci-Fi","50,547,998",-,PG-13,Action, Comedy, Sci-Fi,Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar
Killing Season,"Robert De Niro, John Travolta, Milo Ventimiglia, Liz Olin",38256,"Action, Drama, Thriller","27,713",-,R,Action, Drama, Thriller,Robert De Niro, John Travolta, Milo Ventimiglia, Liz Olin
Bulletproof Monk,"Chow Yun-Fat, Seann William Scott, Jaime King, Karel Roden",51428,"Action, Comedy, Fantasy","23,020,488",-,PG-13,Action, Comedy, Fantasy,Chow Yun-Fat, Seann William Scott, Jaime King, Karel Roden
Battle for the Planet of the Apes,"Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden",32444,"Action, Sci-Fi","8,844,595",-,G,Action, Sci-Fi,,Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden
Stone,"Edward Norton, Milla Jovovich, Robert De Niro, Frances Conroy",42325,"Action, Drama, Mystery","1,796,024",-,R,Action, Drama, Mystery,Edward Norton, Milla Jovovich, Robert De Niro, Frances Conroy
I Spy,"Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell",52646,"Action, Adventure, Comedy","33,561,137",-,PG-13,Action, Adventure, Comedy,Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell
Dhoom 3,"Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra",47918,"Action, Crime, Drama","8,031,955",-,Not Rated,Action, Crime, Drama,Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra
The Legend,"Geethika, Mayilsamy, Nassar, Prabhu",29238,"Action, Drama, Romance",,-,UA,Action, Drama, Romance,Geethika, Mayilsamy, Nassar, Prabhu
The Predator,"Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key",138990,"Action, Adventure, Horror","51,024,708",-,R,Action, Adventure, Horror,Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key
The New Mutants,"Maisie Williams, Anya Taylor-Joy, Charlie Heaton, Alice Braga",85234,"Action, Horror, Mystery","23,855,569",-,PG-13,Action, Horror, Mystery,Maisie Williams, Anya Taylor-Joy, Charlie Heaton, Alice Braga
Masters of the Universe,"Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty",42768,"Action, Adventure, Fantasy","17,336,370",571,PG,Action, Adventure, Fantasy,Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty
Geostorm,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara",113770,"Action, Sci-Fi, Thriller","33,700,160",1764,PG-13,Action, Sci-Fi, Thriller,Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara
Daredevil,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan",225050,"Action, Crime","102,543,520",1979,PG-13,Action, Crime,,Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan
Legion,"Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black",108585,"Action, Fantasy, Horror","40,168,080",2135,R,Action, Fantasy, Horror,Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black
Ghost Rider,"Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long",246442,"Action, Fantasy, Thriller","115,802,596",2287,PG-13,Action, Fantasy, Thriller,Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long
Robin Hood,"Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson",77064,"Action, Adventure, Drama","30,824,628",2383,PG-13,Action, Adventure, Drama,Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson
Point Break,"Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer",64917,"Action, Adventure, Crime","28,782,481",2524,PG-13,Action, Adventure, Crime,Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer
Jupiter Ascending,"Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean",191972,"Action, Adventure, Sci-Fi","47,387,723",2934,PG-13,Action, Adventure, Sci-Fi,Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean
Congo,"Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson",47492,"Action, Adventure, Mystery","81,022,101",3104,PG-13,Action, Adventure, Mystery,Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson
The Karate Kid Part III,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith",66961,"Action, Drama, Family","38,956,288",3610,PG,Action, Drama, Family,Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith
Red Dawn,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck",79060,"Action, Drama","44,806,783",3641,PG-13,Action, Drama,,Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck
Max Payne,"Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris",128542,"Action, Crime, Drama","40,689,393",3885,PG-13,Action, Crime, Drama,Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris
Resident Evil: Retribution,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",146862,"Action, Horror, Sci-Fi","42,345,531",3918,R,Action, Horror, Sci-Fi,Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer
Land of the Lost,"Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone",73586,"Action, Adventure, Comedy","49,438,370",4564,PG-13,Action, Adventure, Comedy,Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone
Spy Kids 2: Island of Lost Dreams,"Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino",70983,"Action, Adventure, Comedy","85,846,429",4832,PG,Action, Adventure, Comedy,Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino
One for the Money,"Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo",43453,"Action, Comedy, Crime","26,414,527",-,PG-13,Action, Comedy, Crime,Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo
Bangkok Dangerous,"Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm, Panward Hemmanee",57701,"Action, Crime, Thriller","15,279,680",-,R,Action, Crime, Thriller,Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm, Panward Hemmanee
Spy Hard,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",39357,"Action, Comedy","29,000,000",-,PG-13,Action, Comedy,,Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden
Hollywood Homicide,"Harrison Ford, Josh Hartnett, Isaiah Washington, Lena Olin",38508,"Action, Comedy, Crime","30,013,346",-,PG-13,Action, Comedy, Crime,Harrison Ford, Josh Hartnett, Isaiah Washington, Lena Olin
The Colony,"Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan",46393,"Action, Horror, Sci-Fi",,-,Not Rated,Action, Horror, Sci-Fi,Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan
Universal Soldier: Regeneration,"Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski, Mike Pyle",26151,"Action, Adventure, Sci-Fi",,-,R,Action, Adventure, Sci-Fi,Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski, Mike Pyle
The Way to Paradise,"Enzo Zelocchi, Jennifer Lyons, Bryson Jones Allman, Brandi Maclaren",32349,"Action, Comedy, Thriller",,-,,Action, Comedy, Thriller,Enzo Zelocchi, Jennifer Lyons, Bryson Jones Allman, Brandi Maclaren
Transformers: The Last Knight,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock",162362,"Action, Adventure, Sci-Fi","130,168,683",-,PG-13,Action, Adventure, Sci-Fi,Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock
F9: The Fast Saga,"Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson",152344,"Action, Crime, Thriller","173,202,780",-,PG-13,Action, Crime, Thriller,Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson
Morbius,"Jared Leto, Matt Smith, Adria Arjona, Jared Harris",140235,"Action, Adventure, Horror","73,865,530",328,PG-13,Action, Adventure, Horror,Jared Leto, Matt Smith, Adria Arjona, Jared Harris
The Covenant,"Steven Strait, Sebastian Stan, Toby Hemingway, Taylor Kitsch",51087,"Action, Adventure, Fantasy","23,292,105",775,PG-13,Action, Adventure, Fantasy,Steven Strait, Sebastian Stan, Toby Hemingway, Taylor Kitsch
Resident Evil: Welcome to Raccoon City,"Kaya Scodelario, Robbie Amell, Hannah John-Kamen, Tom Hopper",59143,"Action, Horror, Sci-Fi","17,000,612",1282,R,Action, Horror, Sci-Fi,Kaya Scodelario, Robbie Amell, Hannah John-Kamen, Tom Hopper
Hellboy,"David Harbour, Milla Jovovich, Ian McShane, Sasha Lane",94757,"Action, Adventure, Fantasy","21,903,748",1358,R,Action, Adventure, Fantasy,David Harbour, Milla Jovovich, Ian McShane, Sasha Lane
Monster Hunter,"Milla Jovovich, Tony Jaa, Ron Perlman, T.I.",64664,"Action, Adventure, Fantasy","15,162,470",1576,PG-13,Action, Adventure, Fantasy,Milla Jovovich, Tony Jaa, Ron Perlman, T.I.
Independence Day: Resurgence,"Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe",184872,"Action, Adventure, Sci-Fi","103,144,286",1877,PG-13,Action, Adventure, Sci-Fi,Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe
xXx: Return of Xander Cage,"Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu",95019,"Action, Adventure, Thriller","44,898,413",2107,PG-13,Action, Adventure, Thriller,Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu
The Bad Batch,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves",33942,"Action, Horror, Mystery","177,680",2147,R,Action, Horror, Mystery,Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves
The 5th Wave,"Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",114035,"Action, Adventure, Sci-Fi","34,916,787",2413,PG-13,Action, Adventure, Sci-Fi,Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders
A Good Day to Die Hard,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",211563,"Action, Thriller","67,349,198",2779,R,Action, Thriller,,Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead
The Mummy: Tomb of the Dragon Emperor,"Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh",166896,"Action, Adventure, Fantasy","102,491,776",2797,PG-13,Action, Adventure, Fantasy,Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh
Doom,"Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei",116624,"Action, Horror, Sci-Fi","28,212,337",2854,R,Action, Horror, Sci-Fi,Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei
Spawn,"Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle",70624,"Action, Crime, Drama","54,967,359",2871,PG-13,Action, Crime, Drama,Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle
Mighty Morphin Power Rangers,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",29208,"Action, Adventure, Family","38,187,431",3401,PG,Action, Adventure, Family,Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank
Paul Blart: Mall Cop,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez",114331,"Action, Comedy, Crime","20,819,129",3428,PG,Action, Comedy, Crime,Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez
Lost in Space,"Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers",73879,"Action, Adventure, Family","69,117,629",4487,PG-13,Action, Adventure, Family,Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers
The First Purge,"Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris",67127,"Action, Horror, Sci-Fi","69,488,745",4503,R,Action, Horror, Sci-Fi,Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris
Big Momma's House,"Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington",88651,"Action, Comedy, Crime","117,559,438",4508,PG-13,Action, Comedy, Crime,Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington
The Transporter Refueled,"Ed Skrein, Loan Chabanol, Ray Stevenson, Lenn Kudrjawizki",43591,"Action, Thriller","16,029,670",4556,PG-13,Action, Thriller,,Ed Skrein, Loan Chabanol, Ray Stevenson, Lenn Kudrjawizki
Alex Cross,"Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns",34873,"Action, Crime, Mystery","25,888,412",-,PG-13,Action, Crime, Mystery,Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns
The Medallion,"Jackie Chan, Lee Evans, Claire Forlani, Julian Sands",43002,"Action, Comedy, Fantasy","22,108,977",-,PG-13,Action, Comedy, Fantasy,Jackie Chan, Lee Evans, Claire Forlani, Julian Sands
Mutant Chronicles,"Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee",26855,"Action, Adventure, Mystery","6,820",-,R,Action, Adventure, Mystery,Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee
